genus,species,specimen,individual,counter,bud,flwr,immFrt,fillFrt,infFrt,unfFrt,infFlwr,infImmFrt,infBud,unkRepStr,initials,entire_plant_confidence,early_herbivory,late_herbivory,number_repro_branches,stem_diam_cm,folder,day,month,year,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters
s,cordatus,1239314,1,IRC,11,12,2,0,1,0,1,0,0,1,irc,yes_roots,no,yes,1,0.367,s_cordatus,8,5,2015,35.658845,-118.056646,500,1770,NA
s,cordatus,1246642,1,IRC,5,0,11,0,0,0,0,0,0,5,irc,yes_assumed,no,no,1,0.477,s_cordatus,18,6,2014,37.303489,-118.169848,300,2350,2380
s,cordatus,1246642,2,IRC,4,1,4,0,2,0,0,0,0,3,irc,yes_assumed,no,no,1,0.258,s_cordatus,18,6,2014,37.303489,-118.169848,300,2350,2380
s,cordatus,1246642,3,IRC,6,2,3,0,0,0,0,0,0,3,irc,yes_assumed,no,no,1,0.29,s_cordatus,18,6,2014,37.303489,-118.169848,300,2350,2380
s,cordatus,1246642,4,IRC,10,1,12,4,4,3,0,0,0,1,irc,yes_assumed,no,yes,2,0.357,s_cordatus,18,6,2014,37.303489,-118.169848,300,2350,2380
s,cordatus,1368846,1,IRC,7,18,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,4,0.113,s_cordatus,13,5,1977,35.244352,-115.299694,200,1719,1781
s,cordatus,1368846,2,IRC,14,16,10,9,3,0,0,0,0,0,irc,yes_roots,no,no,4,0.54,s_cordatus,13,5,1977,35.244352,-115.299694,200,1719,1781
s,cordatus,1368847,1,IRC,9,13,2,1,2,0,2,0,1,0,irc,unsure,no,no,1,0.279,s_cordatus,27,6,1978,37.331211,-118.187366,300,2500,2650
s,cordatus,1368847,2,IRC,10,15,3,1,3,0,2,0,0,1,irc,yes_assumed,yes,no,2,0.563,s_cordatus,27,6,1978,37.331211,-118.187366,300,2500,2650
s,cordatus,1368848,1,IRC,7,0,14,7,13,2,0,0,0,5,irc,yes_assumed,no,no,3,0.586,s_cordatus,6,8,1966,37.331647,-118.646798,100,3383,NA
s,cordatus,1368848,2,IRC,0,0,1,1,0,1,0,0,0,5,irc,unsure,no,no,1,0.202,s_cordatus,6,8,1966,37.331647,-118.646798,100,3383,NA
s,cordatus,1368849,1,IRC,0,0,0,1,6,0,0,0,0,3,irc,yes_assumed,no,no,3,0.373,s_cordatus,8,8,1966,37.578935,-118.872848,100,2499,NA
s,cordatus,1368849,2,IRC,0,0,0,4,22,0,0,0,0,4,irc,yes_assumed,yes,no,4,0.27,s_cordatus,8,8,1966,37.578935,-118.872848,100,2499,NA
s,cordatus,1368850,1,IRC,4,7,3,9,0,2,0,1,0,0,irc,unsure,no,no,2,0.32,s_cordatus,27,6,1965,37.262001,-118.154722,300,2164,NA
s,cordatus,1368850,2,IRC,3,5,0,5,3,1,0,0,0,5,irc,unsure,no,no,1,0.258,s_cordatus,27,6,1965,37.262001,-118.154722,300,2164,NA
s,cordatus,1368850,3,IRC,15,3,0,0,0,0,0,0,0,0,irc,unsure,no,no,1,0.353,s_cordatus,27,6,1965,37.262001,-118.154722,300,2164,NA
s,cordatus,1401964,1,IRC,18,0,0,0,0,0,0,0,0,0,irc,unsure,no,no,1,0.296,s_cordatus,7,7,2010,41.373455,-120.21591599999999,30,2740,NA
s,cordatus,1401988,1,IRC,0,0,2,3,3,0,0,0,0,1,irc,unsure,no,no,1,0.29,s_cordatus,4,7,2011,37.08609,-118.135841,200,2312,NA
s,cordatus,1401988,2,IRC,4,5,5,10,2,0,0,0,0,0,irc,unsure,no,no,2,0.466,s_cordatus,4,7,2011,37.08609,-118.135841,200,2312,NA
s,cordatus,1401991,1,IRC,14,14,0,0,0,0,0,0,0,15,irc,yes_assumed,yes,yes,6,0.366,s_cordatus,4,7,2011,37.324167,-118.1875,50,2489,NA
s,cordatus,1403366,1,IRC,8,3,0,0,0,0,0,0,0,0,irc,unsure,yes,no,1,0.256,s_cordatus,1,6,2015,35.570556,-118.500556,200,1000,1200
s,cordatus,2067985,1,IRC,0,7,4,12,0,0,8,4,0,0,irc,yes_assumed,yes,no,1,0.48,s_cordatus,28,7,1993,40.01722222,-120.7191667,100,1235,1310
s,cordatus,2072309,1,IRC,14,2,47,24,0,1,0,5,0,2,irc,yes_assumed,no,yes,4,0.698,s_cordatus,27,7,1990,39.625511,-120.121583,500,2650,NA
s,cordatus,2173805,1,IRC,34,9,0,0,0,2,0,0,0,1,irc,yes_roots,yes,no,1,0.665,s_cordatus,29,5,1980,35.570556,-118.500556,200,1000,1200
s,cordatus,2175859,1,IRC,4,20,28,19,2,2,0,1,0,1,irc,yes_assumed,no,no,2,0.624,s_cordatus,3,6,1973,35.225597,-115.364131,500,1655,1800
s,cordatus,2175860,1,IRC,15,30,15,38,0,6,0,0,0,0,irc,yes_assumed,no,no,7,0.32,s_cordatus,3,6,1973,35.235738,-115.364222,500,1540,1778
s,cordatus,2175861,1,IRC,13,3,40,21,0,2,0,0,0,1,irc,unsure,no,no,3,0.414,s_cordatus,2,6,1973,35.236618,-115.377805,500,1540,1778
s,cordatus,2175862,1,IRC,12,5,50,24,1,3,0,3,0,1,irc,yes_assumed,no,yes,3,0.582,s_cordatus,2,6,1973,35.236618,-115.377805,500,1540,1778
s,cordatus,2262585,1,IRC,20,3,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,2,0.32,s_cordatus,5,6,1971,37.208403,-116.234572,1500,2060,2335
s,cordatus,2262585,2,IRC,50,14,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,4,0.303,s_cordatus,5,6,1971,37.208403,-116.234572,1500,2060,2335
s,cordatus,2262586,1,IRC,7,8,2,0,0,0,0,1,0,1,irc,yes_roots,yes,no,1,0.326,s_cordatus,5,6,1971,37.208403,-116.234572,1500,2060,2335
s,cordatus,23072617,1,IRC,0,2,23,22,0,1,0,1,0,0,irc,yes_assumed,yes,yes,1,0.874,s_cordatus,27,6,1978,38.62269,-119.717703,500,1767,NA
s,cordatus,23072618,1,IRC,1,19,6,5,0,0,0,0,0,1,irc,yes_roots,yes,no,1,0.521,s_cordatus,3,7,1989,40.298456,-120.710007,500,2045,2317
s,cordatus,23072619,1,IRC,15,1,0,0,0,0,0,0,0,0,irc,yes_roots,yes,yes,1,0.223,s_cordatus,22,6,1914,40.081,-121.549,3000,1200,1500
s,cordatus,23072619,2,IRC,7,5,0,0,0,0,0,0,0,0,irc,yes_roots,yes,no,1,0.169,s_cordatus,22,6,1914,40.081,-121.549,3000,1200,1500
s,cordatus,23072619,3,IRC,6,6,0,0,0,0,0,0,0,1,irc,yes_roots,no,no,1,0.339,s_cordatus,22,6,1914,40.081,-121.549,3000,1200,1500
s,cordatus,23072620,1,IRC,0,0,0,3,0,0,0,0,0,0,irc,yes_roots,no,yes,1,0.516,s_cordatus,14,7,1955,41.55658,-120.353671,500,1524,NA
s,cordatus,23072620,2,IRC,0,0,2,16,27,1,0,0,0,0,irc,yes_roots,no,yes,3,0.526,s_cordatus,14,7,1955,41.55658,-120.353671,500,1524,NA
s,cordatus,23072621,1,IRC,0,9,1,0,0,0,3,0,0,0,irc,yes_roots,yes,yes,1,0.441,s_cordatus,15,6,1951,38.58653,-119.791072,1000,2100,2235
s,cordatus,23072621,2,IRC,8,30,2,0,0,0,2,0,0,0,irc,yes_roots,yes,no,2,0.576,s_cordatus,15,6,1951,38.58653,-119.791072,1000,2100,2235
s,cordatus,23072622,1,IRC,0,0,5,6,2,0,0,5,0,1,irc,yes_assumed,yes,yes,1,0.216,s_cordatus,29,5,1977,35.218201,-115.298814,2000,1576,1970
s,cordatus,23072622,2,IRC,15,4,6,40,2,29,0,0,0,4,irc,yes_roots,yes,no,5,0.802,s_cordatus,29,5,1977,35.218201,-115.298814,2000,1576,1970
s,cordatus,23072624,1,IRC,10,7,20,8,0,7,0,0,0,10,irc,yes_assumed,no,no,2,0.548,s_cordatus,5,6,1979,35.2563,-115.299459,500,1826,2000
s,cordatus,23072624,2,IRC,0,9,5,1,0,1,0,0,0,1,irc,yes_assumed,yes,no,1,0.619,s_cordatus,5,6,1979,35.2563,-115.299459,500,1826,2000
s,cordatus,23072625,1,IRC,12,21,4,0,0,0,0,0,0,0,irc,yes_roots,no,no,3,0.48,s_cordatus,30,5,1974,36.250839,-117.086984,1000,1950,NA
s,cordatus,23072627,1,IRC,22,29,7,0,0,0,0,0,0,0,irc,yes_assumed,yes,no,1,0.333,s_cordatus,31,5,1981,41.002888,-120.942702,10000,1400,1800
s,cordatus,23072627,2,IRC,21,19,0,0,0,0,0,0,0,0,irc,yes_assumed,yes,no,1,0.545,s_cordatus,31,5,1981,41.002888,-120.942702,10000,1400,1800
s,cordatus,23072628,1,IRC,1,11,4,4,1,0,1,0,0,0,irc,yes_roots,yes,no,1,0.263,s_cordatus,3,7,1967,35.854095,-118.136004,500,1730,NA
s,cordatus,23072628,2,IRC,0,3,2,0,0,3,0,0,0,0,irc,yes_assumed,no,no,2,0.386,s_cordatus,3,7,1967,35.854095,-118.136004,500,1730,NA
s,cordatus,23072628,3,IRC,0,7,3,0,0,0,0,0,0,5,irc,yes_assumed,no,yes,3,0.211,s_cordatus,3,7,1967,35.854095,-118.136004,500,1730,NA
s,cordatus,23072629,1,IRC,4,13,2,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.261,s_cordatus,5,7,1967,36.031637,-118.163748,500,2000,2060
s,cordatus,23072629,2,IRC,0,4,3,7,0,0,0,0,0,4,irc,unsure,no,yes,1,0.178,s_cordatus,5,7,1967,36.031637,-118.163748,500,2000,2060
s,cordatus,23072629,3,IRC,1,4,5,8,3,0,2,1,0,0,irc,unsure,no,yes,1,0.162,s_cordatus,5,7,1967,36.031637,-118.163748,500,2000,2060
s,cordatus,23072630,1,IRC,11,28,10,3,0,3,0,0,0,0,irc,yes_roots,no,no,3,0.445,s_cordatus,27,7,1952,37.376661,-118.181606,300,3139,NA
s,cordatus,23072631,1,IRC,5,27,10,0,0,6,0,0,0,0,irc,yes_roots,no,no,3,0.369,s_cordatus,9,6,1986,35.841504,-118.054851,800,1800,NA
s,cordatus,23072631,2,IRC,4,9,2,6,1,0,0,0,0,1,irc,yes_assumed,no,yes,2,0.442,s_cordatus,9,6,1986,35.841504,-118.054851,800,1800,NA
s,cordatus,23072632,1,IRC,9,12,2,0,0,0,0,0,0,1,irc,yes_assumed,yes,no,2,0.252,s_cordatus,7,5,1940,35.228876,-115.3505,500,1641,1815
s,cordatus,23072632,2,IRC,12,8,0,0,0,0,2,0,0,17,irc,yes_roots,yes,yes,2,0.3,s_cordatus,7,5,1940,35.228876,-115.3505,500,1641,1815
s,cordatus,23072632,3,IRC,9,4,0,0,0,0,1,0,0,0,irc,yes_assumed,yes,no,1,0.156,s_cordatus,7,5,1940,35.228876,-115.3505,500,1641,1815
s,cordatus,23072633,1,IRC,3,15,0,0,0,0,0,0,0,0,irc,yes_assumed,yes,yes,1,0.307,s_cordatus,11,5,1940,35.242389,-115.331674,1000,1670,1902
s,cordatus,23072633,2,IRC,4,13,7,0,0,2,0,0,0,0,irc,unsure,no,yes,1,0.226,s_cordatus,11,5,1940,35.242389,-115.331674,1000,1670,1902
s,cordatus,23072633,3,IRC,5,11,0,0,0,0,2,0,0,1,irc,unsure,no,yes,1,0.165,s_cordatus,11,5,1940,35.242389,-115.331674,1000,1670,1902
s,cordatus,23072633,4,IRC,0,2,0,0,0,0,0,0,0,6,irc,yes_assumed,yes,yes,1,0.343,s_cordatus,11,5,1940,35.242389,-115.331674,1000,1670,1902
s,cordatus,23072634,1,IRC,7,13,0,0,0,0,0,0,0,2,irc,yes_roots,no,no,2,0.437,s_cordatus,29,6,1936,37.614831,-118.825994,2000,2078,2320
s,cordatus,23072634,2,IRC,18,14,5,0,0,0,1,0,0,2,irc,yes_roots,no,no,3,0.391,s_cordatus,29,6,1936,37.614831,-118.825994,2000,2078,2320
s,cordatus,23072634,3,IRC,6,5,1,0,0,0,2,0,0,2,irc,yes_assumed,yes,no,1,0.178,s_cordatus,29,6,1936,37.614831,-118.825994,2000,2078,2320
s,cordatus,23072634,4,IRC,3,20,3,0,0,0,0,0,0,3,irc,yes_roots,yes,yes,4,0.248,s_cordatus,29,6,1936,37.614831,-118.825994,2000,2078,2320
s,cordatus,23072635,1,IRC,10,19,4,0,0,0,0,0,0,0,irc,yes_roots,yes,no,2,0.652,s_cordatus,9,6,1966,35.225224,-118.244582,200,1737,NA
s,cordatus,23072636,1,IRC,0,0,4,18,1,2,0,0,0,19,irc,yes_roots,yes,no,3,0.665,s_cordatus,14,8,1935,41.967288,-120.226891,300,2012,NA
s,cordatus,23072637,1,IRC,1,6,2,8,0,2,0,0,0,0,irc,yes_assumed,yes,no,1,0.42,s_cordatus,1,7,1940,41.562218,-120.26939,500,2012,NA
s,cordatus,23072638,1,IRC,0,3,7,7,0,0,0,0,0,4,irc,yes_assumed,no,no,1,0.359,s_cordatus,29,7,1983,36.0239162,-118.1684283,800,2100,2170
s,cordatus,23072638,2,IRC,0,5,2,0,5,1,0,0,0,0,irc,yes_assumed,yes,yes,1,0.491,s_cordatus,29,7,1983,36.0239162,-118.1684283,800,2100,2170
s,cordatus,23072639,1,IRC,18,16,5,7,1,2,2,0,0,0,irc,yes_assumed,yes,no,4,0.445,s_cordatus,27,6,1930,37.299936,-118.153974,500,2252,NA
s,cordatus,23072639,2,IRC,0,6,5,3,4,2,0,2,0,3,irc,yes_roots,no,no,2,0.539,s_cordatus,27,6,1930,37.299936,-118.153974,500,2252,NA
s,cordatus,23072640,1,IRC,21,12,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.38,s_cordatus,29,6,1963,37.300279,-118.154192,200,2225,NA
s,cordatus,23072640,2,IRC,18,28,8,0,0,0,0,0,0,0,irc,yes_assumed,no,no,2,0.619,s_cordatus,29,6,1963,37.300279,-118.154192,200,2225,NA
s,cordatus,23072641,1,IRC,25,21,1,0,0,0,0,0,0,2,irc,yes_assumed,yes,yes,4,0.638,s_cordatus,20,6,1963,37.292147,-118.164288,500,2164,2300
s,cordatus,23072641,2,IRC,3,15,3,0,0,0,2,0,0,1,irc,yes_assumed,no,yes,1,0.963,s_cordatus,20,6,1963,37.292147,-118.164288,500,2164,2300
s,cordatus,23072642,1,IRC,0,7,5,11,0,1,0,0,0,0,irc,yes_roots,no,no,1,0.623,s_cordatus,14,7,1963,37.336768,-118.142301,1000,2270,2500
s,cordatus,23072642,2,IRC,5,8,7,3,0,4,0,1,0,0,irc,yes_assumed,no,no,1,0.45,s_cordatus,14,7,1963,37.336768,-118.142301,1000,2270,2500
s,cordatus,23072642,3,IRC,5,2,0,0,1,0,0,0,0,0,irc,unsure,yes,yes,1,0.255,s_cordatus,14,7,1963,37.336768,-118.142301,1000,2270,2500
s,cordatus,23072647,1,IRC,9,15,8,14,3,11,5,1,1,0,irc,unsure,no,yes,1,0.404,s_cordatus,17,6,1971,35.552081,-118.517588,5000,858,1097
s,cordatus,23072647,2,IRC,14,9,8,0,4,9,5,1,0,13,irc,yes_assumed,yes,yes,4,0.533,s_cordatus,17,6,1971,35.552081,-118.517588,5000,858,1097
s,cordatus,2430457,1,IRC,5,0,21,24,6,5,0,2,0,0,irc,yes_assumed,yes,no,3,0.731,s_cordatus,14,7,1962,35.522853,-118.412968,5000,1950,2100
s,cordatus,2430457,2,IRC,5,6,4,0,2,0,0,0,0,0,irc,yes_assumed,yes,yes,2,0.292,s_cordatus,14,7,1962,35.522853,-118.412968,5000,1950,2100
s,cordatus,24680221,1,IRC,5,3,9,7,0,1,0,0,0,0,irc,yes_assumed,no,no,1,0.452,s_cordatus,6,6,1986,37.863846,-118.444395,500,1780,NA
s,cordatus,24680221,2,IRC,0,14,5,9,0,0,0,0,0,1,irc,yes_assumed,no,no,2,0.325,s_cordatus,6,6,1986,37.863846,-118.444395,500,1780,NA
s,cordatus,24680222,1,IRC,92,58,6,0,0,0,0,0,0,1,irc,yes_assumed,yes,no,7,0.747,s_cordatus,31,5,1981,41.002888,-120.942702,10000,1400,1800
s,cordatus,2774540,1,IRC,26,3,0,0,0,0,0,0,0,0,irc,yes_assumed,no,no,1,0.482,s_cordatus,2,6,1971,39.860395,-120.040475,300,1402,NA
s,cordatus,2774540,2,IRC,17,3,0,0,0,0,0,0,0,0,irc,yes_assumed,yes,no,1,0.361,s_cordatus,2,6,1971,39.860395,-120.040475,300,1402,NA
s,cordatus,2775055,1,IRC,0,3,8,8,0,1,0,0,0,12,irc,yes_assumed,no,no,2,0.275,s_cordatus,14,7,1962,35.522853,-118.412968,5000,1950,2100
s,cordatus,2784512,1,IRC,13,16,1,0,0,0,2,0,0,5,irc,yes_roots,yes,no,2,0.355,s_cordatus,7,7,1963,38.063489,-119.190724,500,2350,2550
s,cordatus,2784512,2,IRC,1,2,0,0,0,0,0,0,0,0,irc,yes_assumed,yes,no,1,0.271,s_cordatus,7,7,1963,38.063489,-119.190724,500,2350,2550
s,cordatus,2784512,3,IRC,7,2,0,2,0,1,0,0,0,4,irc,yes_assumed,yes,no,1,0.321,s_cordatus,7,7,1963,38.063489,-119.190724,500,2350,2550
s,cordatus,2784513,1,IRC,1,0,2,5,3,1,0,0,0,4,irc,yes_assumed,no,no,1,0.513,s_cordatus,30,6,1979,37.347856,-118.155088,2000,2348,NA
s,cordatus,2784513,2,IRC,6,7,3,0,0,0,0,1,0,2,irc,unsure,no,no,1,0.306,s_cordatus,30,6,1979,37.347856,-118.155088,2000,2348,NA
s,cordatus,2789888,1,IRC,0,1,18,9,2,4,0,3,0,6,irc,yes_assumed,yes,yes,4,0.427,s_cordatus,11,8,1953,36.968911,-118.044947,200,3048,NA
s,cordatus,2854845,1,IRC,41,10,0,0,0,0,0,0,0,0,irc,yes_assumed,yes,no,4,0.525,s_cordatus,5,6,1998,37.314045,-118.15521,200,2135,NA
s,cordatus,2854845,2,IRC,12,5,0,0,0,0,0,0,0,0,irc,yes_assumed,yes,no,1,0.37,s_cordatus,5,6,1998,37.314045,-118.15521,200,2135,NA
s,cordatus,2858299,1,IRC,0,2,6,2,1,0,0,0,0,1,irc,yes_roots,no,no,1,0.585,s_cordatus,1,7,2001,37.739865,-118.670732,100,3090,NA
s,cordatus,2858299,2,IRC,8,10,4,0,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.766,s_cordatus,1,7,2001,37.739865,-118.670732,100,3090,NA
s,cordatus,2864843,1,IRC,2,0,6,7,9,5,0,1,0,2,irc,unsure,yes,no,2,0.337,s_cordatus,2,8,1973,36.136969,-117.05549,3000,2133,NA
s,cordatus,2864843,2,IRC,0,0,4,8,8,4,0,0,0,5,irc,unsure,no,yes,2,0.256,s_cordatus,2,8,1973,36.136969,-117.05549,3000,2133,NA
s,cordatus,2989481,1,IRC,18,13,4,0,0,0,1,0,0,0,irc,yes_assumed,yes,no,1,0.176,s_cordatus,11,5,1968,37.233952,-116.679211,6000,1535,1763
s,cordatus,305341,1,LCL,3,14,6,3,0,1,0,0,0,0,lcl,yes_assumed,no,no,1,0.347,s_cordatus,9,5,1987,35.126087,-115.095691,200,1114,1120
s,cordatus,305341,2,LCL,4,19,8,9,0,0,1,1,0,0,lcl,yes_assumed,no,no,2,0.234,s_cordatus,9,5,1987,35.126087,-115.095691,200,1114,1120
s,cordatus,305341,3,LCL,14,3,6,11,0,11,0,0,0,0,lcl,yes_assumed,no,no,1,0.412,s_cordatus,9,5,1987,35.126087,-115.095691,200,1114,1120
s,cordatus,305343,1,IRC,0,0,0,16,0,0,0,0,0,18,irc,yes_assumed,no,yes,5,0.237,s_cordatus,11,8,1977,36.191514,-117.192486,1000,700,1200
s,cordatus,305343,2,IRC,0,0,0,14,5,0,0,0,0,5,irc,yes_assumed,no,yes,3,0.251,s_cordatus,11,8,1977,36.191514,-117.192486,1000,700,1200
s,cordatus,305343,3,IRC,0,0,0,20,11,0,0,0,0,10,irc,yes_assumed,no,no,7,0.237,s_cordatus,11,8,1977,36.191514,-117.192486,1000,700,1200
s,cordatus,305344,1,IRC,0,0,7,6,5,3,0,0,0,1,irc,unsure,no,no,1,0.145,s_cordatus,2,8,1973,36.136969,-117.05549,3000,2133,NA
s,cordatus,305344,2,IRC,0,0,0,2,0,0,0,0,0,0,irc,unsure,no,no,1,0.178,s_cordatus,2,8,1973,36.136969,-117.05549,3000,2133,NA
s,cordatus,305344,3,IRC,0,0,3,5,1,8,0,0,0,1,irc,yes_assumed,no,yes,2,0.25,s_cordatus,2,8,1973,36.136969,-117.05549,3000,2133,NA
s,cordatus,305344,4,IRC,3,1,13,7,6,13,0,0,0,0,irc,unsure,no,no,1,0.222,s_cordatus,2,8,1973,36.136969,-117.05549,3000,2133,NA
s,cordatus,305344,5,IRC,0,0,0,3,4,2,0,0,0,1,irc,unsure,no,yes,1,0.108,s_cordatus,2,8,1973,36.136969,-117.05549,3000,2133,NA
s,cordatus,3349687,1,IRC,6,12,1,0,0,0,4,0,0,2,irc,yes_assumed,no,yes,3,0.302,s_cordatus,29,6,1926,37.545588,-118.15399,1500,3048,NA
s,cordatus,3448649,1,IRC,20,4,0,0,0,0,0,0,0,0,irc,yes_roots,yes,no,1,0.36,s_cordatus,25,6,1969,39.531621,-120.305134,500,1780,NA
s,cordatus,3495221,1,IRC,13,11,3,0,0,0,0,0,0,0,irc,yes_assumed,yes,no,1,0.356,s_cordatus,23,6,2015,37.505905,-118.168725,200,3148,NA
s,cordatus,3526826,1,IRC,10,21,13,8,0,0,0,0,0,0,irc,yes_roots,no,no,2,0.538,s_cordatus,19,6,1961,37.328333,-118.154345,1000,2438,NA
s,cordatus,3526826,2,IRC,4,12,10,18,1,0,0,1,0,7,irc,yes_assumed,no,no,2,0.527,s_cordatus,19,6,1961,37.328333,-118.154345,1000,2438,NA
s,cordatus,3526827,1,IRC,18,15,0,0,0,0,0,0,0,1,irc,yes_assumed,yes,no,5,0.351,s_cordatus,20,5,1967,34.735843,-118.602739,500,1038,1060
s,cordatus,3526827,2,IRC,14,6,0,0,0,0,1,0,0,0,irc,yes_assumed,yes,yes,2,0.252,s_cordatus,20,5,1967,34.735843,-118.602739,500,1038,1060
s,cordatus,375706,1,IRC,12,22,4,15,0,0,0,0,0,2,irc,yes_assumed,no,no,2,0.52,s_cordatus,19,6,1961,37.328333,-118.154345,1000,2438,NA
s,cordatus,375706,2,IRC,6,10,11,16,0,0,0,1,0,8,irc,yes_assumed,no,no,2,0.484,s_cordatus,19,6,1961,37.328333,-118.154345,1000,2438,NA
s,cordatus,375712,1,IRC,20,15,1,0,0,0,0,0,0,1,irc,yes_assumed,yes,no,5,0.366,s_cordatus,20,5,1967,34.735843,-118.602739,500,1038,1060
s,cordatus,375712,2,IRC,11,9,0,0,0,0,0,0,0,0,irc,yes_assumed,yes,yes,2,0.267,s_cordatus,20,5,1967,34.735843,-118.602739,500,1038,1060
s,cordatus,3883404,1,IRC,4,5,1,15,6,1,0,0,0,2,irc,unsure,no,yes,1,0.627,s_cordatus,6,7,1978,41.802047,-120.20678,300,1830,1930
s,cordatus,3883404,2,IRC,7,8,11,10,0,1,0,1,0,4,irc,unsure,no,yes,1,0.309,s_cordatus,6,7,1978,41.802047,-120.20678,300,1830,1930
s,cordatus,608762,1,IRC,22,13,25,19,4,6,0,0,0,9,irc,yes_assumed,yes,no,8,0.619,s_cordatus,11,7,1997,37.619989,-118.989993,300,2621,NA
s,cordatus,704176,1,IRC,20,9,0,0,0,0,0,0,0,0,irc,yes_assumed,no,yes,1,0.324,s_cordatus,17,5,1986,36.079041,-118.124216,200,1920,NA
s,cordatus,704176,2,IRC,27,12,0,0,0,0,0,0,0,0,irc,unsure,no,yes,1,0.229,s_cordatus,17,5,1986,36.079041,-118.124216,200,1920,NA
s,cordatus,704176,3,IRC,14,5,0,0,0,0,0,0,0,0,irc,yes_assumed,no,yes,2,0.436,s_cordatus,17,5,1986,36.079041,-118.124216,200,1920,NA
s,cordatus,754650,1,IRC,4,2,2,16,1,1,0,1,1,11,irc,yes_assumed,no,yes,4,0.269,s_cordatus,14,6,2013,37.25066,-118.144218,300,2200,2430
s,cordatus,921670,1,IRC,18,9,0,0,0,0,0,0,0,1,irc,yes_assumed,no,no,1,0.197,s_cordatus,2,6,2015,35.85879,-118.0341,200,2050,NA
s,cordatus,921670,2,IRC,0,6,6,2,0,3,0,0,0,0,irc,unsure,yes,no,1,0.174,s_cordatus,2,6,2015,35.85879,-118.0341,200,2050,NA
s,cordatus,921670,3,IRC,0,10,12,5,1,4,0,0,0,0,irc,unsure,no,no,1,0.164,s_cordatus,2,6,2015,35.85879,-118.0341,200,2050,NA
s,cordatus,921670,4,IRC,3,14,4,0,0,0,0,0,0,0,irc,unsure,yes,no,1,0.146,s_cordatus,2,6,2015,35.85879,-118.0341,200,2050,NA
s,cordatus,921670,5,IRC,5,3,2,2,0,3,0,0,0,0,irc,unsure,no,no,1,0.178,s_cordatus,2,6,2015,35.85879,-118.0341,200,2050,NA
s,cordatus,937894,1,IRC,5,4,0,0,0,0,0,0,0,1,irc,yes_assumed,yes,no,1,0.144,s_cordatus,31,5,2014,35.588589,-118.113203,500,1866,2002
s,cordatus,937894,2,IRC,0,2,14,0,4,0,0,0,0,4,irc,yes_assumed,no,no,2,0.499,s_cordatus,31,5,2014,35.588589,-118.113203,500,1866,2002
s,cordatus,992040,1,IRC,0,4,7,14,6,0,1,0,0,3,irc,yes_roots,no,no,1,0.265,s_cordatus,15,7,1996,41.208859,-120.174278,150,2300,2370
s,cordatus,992040,2,IRC,6,4,10,16,7,3,0,0,9,3,irc,yes_roots,no,no,3,0.166,s_cordatus,15,7,1996,41.208859,-120.174278,150,2300,2370
s,glandulosus,C428045,1,IRC,22,10,0,0,0,0,0,0,0,0,irc,yes_roots,no,no,1,0.175,s_glandulosus,10,5,2014,37.96767,-122.62711,100,350,NA
s,glandulosus,C428045,2,IRC,22,10,2,0,0,0,1,0,1,0,irc,yes_roots,no,no,3,0.344,s_glandulosus,10,5,2014,37.96767,-122.62711,100,350,NA
s,glandulosus,C428045,3,IRC,9,7,0,0,0,0,0,0,1,1,irc,yes_roots,no,no,1,0.158,s_glandulosus,10,5,2014,37.96767,-122.62711,100,350,NA
s,glandulosus,C428045,4,IRC,5,8,4,0,0,0,0,0,1,0,irc,yes_roots,no,no,1,0.193,s_glandulosus,10,5,2014,37.96767,-122.62711,100,350,NA
s,glandulosus,C87114,1,IRC,4,6,4,1,0,0,0,0,0,1,irc,yes_roots,yes,no,2,0.151,s_glandulosus,31,5,1938,39.184114,-122.852366,5000,400,1500
s,glandulosus,C87114,2,IRC,11,18,8,8,1,0,0,1,1,8,irc,yes_roots,yes,no,6,0.212,s_glandulosus,31,5,1938,39.184114,-122.852366,5000,400,1500
s,glandulosus,C87115,1,IRC,17,3,0,0,0,0,0,0,0,5,irc,yes_roots,yes,no,3,0.237,s_glandulosus,6,5,1928,39.183573,-122.704176,3000,600,1050
s,glandulosus,C87115,2,IRC,8,0,0,0,0,0,0,0,0,0,irc,yes_roots,yes,no,3,0.211,s_glandulosus,6,5,1928,39.183573,-122.704176,3000,600,1050
s,glandulosus,C87115,3,IRC,1,1,0,0,0,0,0,0,0,1,irc,yes_roots,no,no,1,0.102,s_glandulosus,6,5,1928,39.183573,-122.704176,3000,600,1050
s,glandulosus,C87115,4,IRC,4,4,0,0,0,0,0,0,0,3,irc,yes_roots,no,no,2,0.112,s_glandulosus,6,5,1928,39.183573,-122.704176,3000,600,1050
s,glandulosus,C87115,5,IRC,0,2,0,0,0,0,0,0,0,4,irc,yes_roots,no,no,1,0.143,s_glandulosus,6,5,1928,39.183573,-122.704176,3000,600,1050
